col,row,lat,long,id,noSnowMap,noSnowMapRBG,centroid_lat,centroid_long,area_points,x,y,area
321,496,48.3995895386,5.18811321259,62,2,[  0 128   0],48.507186889648438,5.3256131410598755,"{'top_right': (321, 495), 'bottom_left': (320, 496), 'bottom_right': (321, 496), 'top_left': (320, 495)}",1905790.08736,2316736.56613,492.110502269
294,497,43.1409988403,6.04719257355,63,1,[  0   0 139],43.243361473083496,6.1698018312454224,"{'top_right': (294, 496), 'bottom_left': (293, 497), 'bottom_right': (294, 497), 'top_left': (293, 496)}",1939822.90026,1728646.79445,456.733432362
295,497,43.3328742981,6.0289516449,64,2,[  0 128   0],43.435413360595703,6.1520819664001465,"{'top_right': (295, 496), 'bottom_left': (294, 497), 'bottom_right': (295, 497), 'top_left': (294, 496)}",1939384.57109,1750047.82073,458.056091576
296,497,43.5250244141,6.01054143906,65,2,[  0 128   0],43.627739906311035,6.134197473526001,"{'top_right': (296, 496), 'bottom_left': (295, 497), 'bottom_right': (296, 497), 'top_left': (295, 496)}",1938946.18603,1771480.60263,459.381854052
297,497,43.7174491882,5.99196004868,66,2,[  0 128   0],43.820339202880859,6.1161463260650635,"{'top_right': (297, 496), 'bottom_left': (296, 497), 'bottom_right': (297, 497), 'top_left': (296, 496)}",1938507.76481,1792944.87679,460.706182834
298,497,43.9101448059,5.97320508957,67,2,[  0 128   0],44.013208389282227,6.0979263782501221,"{'top_right': (298, 496), 'bottom_left': (297, 497), 'bottom_right': (298, 497), 'top_left': (297, 496)}",1938069.31561,1814440.27384,462.023435242
299,497,44.1031074524,5.95427465439,68,2,[  0 128   0],44.206351280212402,6.0795347690582275,"{'top_right': (299, 496), 'bottom_left': (298, 497), 'bottom_right': (299, 497), 'top_left': (298, 496)}",1937630.82833,1835967.16814,463.350721872
300,497,44.2963485718,5.93516492844,69,2,[  0 128   0],44.399765968322754,6.0609691143035889,"{'top_right': (300, 496), 'bottom_left': (299, 497), 'bottom_right': (300, 497), 'top_left': (299, 496)}",1937192.30474,1857525.29607,464.675399833
301,497,44.48985672,5.9158744812,70,2,[  0 128   0],44.593450546264648,6.042227029800415,"{'top_right': (301, 496), 'bottom_left': (300, 497), 'bottom_right': (301, 497), 'top_left': (300, 496)}",1936753.75007,1879114.39341,465.995172978
302,497,44.6836357117,5.89639997482,71,2,[  0 128   0],44.787405014038086,6.0233060121536255,"{'top_right': (302, 496), 'bottom_left': (301, 497), 'bottom_right': (302, 497), 'top_left': (301, 496)}",1936315.17403,1900734.40774,467.315725334
303,497,44.8776817322,5.87673950195,72,2,[  0 128   0],44.981626510620117,6.0042037963867188,"{'top_right': (303, 496), 'bottom_left': (302, 497), 'bottom_right': (303, 497), 'top_left': (302, 496)}",1935876.59328,1922384.9673,468.630270079
304,497,45.0719947815,5.85689020157,73,2,[  0 128   0],45.176117897033691,5.9849172830581665,"{'top_right': (304, 496), 'bottom_left': (303, 497), 'bottom_right': (304, 497), 'top_left': (303, 496)}",1935437.9941,1944066.33869,469.952485116
305,497,45.2665786743,5.83684921265,74,2,[  0 128   0],45.370878219604492,5.9654440879821777,"{'top_right': (305, 496), 'bottom_left': (304, 497), 'bottom_right': (305, 497), 'top_left': (304, 496)}",1934999.40237,1965778.36139,471.27408153
306,497,45.4614295959,5.81661367416,75,2,[  0 128   0],45.56590461730957,5.9457814693450928,"{'top_right': (306, 496), 'bottom_left': (305, 497), 'bottom_right': (306, 497), 'top_left': (305, 496)}",1934560.80919,1987520.6638,472.588376416
307,497,45.6565475464,5.7961807251,76,2,[  0 128   0],45.761198997497559,5.9259263277053833,"{'top_right': (307, 496), 'bottom_left': (306, 497), 'bottom_right': (307, 497), 'top_left': (306, 496)}",1934122.2088,2009293.4049,473.907975933
308,497,45.8519325256,5.77554750443,77,2,[  0 128   0],45.956759452819824,5.9058761596679688,"{'top_right': (308, 496), 'bottom_left': (307, 497), 'bottom_right': (308, 497), 'top_left': (307, 496)}",1933683.62474,2031096.31697,475.223470974
309,497,46.047580719,5.75471115112,78,2,[  0 128   0],46.152585983276367,5.8856279850006104,"{'top_right': (309, 496), 'bottom_left': (308, 497), 'bottom_right': (309, 497), 'top_left': (308, 496)}",1933245.05861,2052929.34548,476.538508488
310,497,46.2434959412,5.73366832733,79,2,[  0 128   0],46.348676681518555,5.8651788234710693,"{'top_right': (310, 496), 'bottom_left': (309, 497), 'bottom_right': (310, 497), 'top_left': (309, 496)}",1932806.50567,2074792.22345,477.850821766
311,497,46.4396705627,5.71241664886,80,2,[  0 128   0],46.545029640197754,5.8445260524749756,"{'top_right': (311, 496), 'bottom_left': (310, 497), 'bottom_right': (311, 497), 'top_left': (310, 496)}",1932367.99283,2096684.68193,479.160225618
312,497,46.6361122131,5.69095277786,81,2,[  0 128   0],46.741647720336914,5.8236662149429321,"{'top_right': (312, 496), 'bottom_left': (311, 497), 'bottom_right': (312, 497), 'top_left': (311, 496)}",1931929.51555,2118606.98437,480.477064756
313,497,46.8328170776,5.66927289963,82,2,[  0 128   0],46.938528060913086,5.8025960922241211,"{'top_right': (313, 496), 'bottom_left': (312, 497), 'bottom_right': (313, 497), 'top_left': (312, 496)}",1931491.05929,2140558.75708,481.786157965
314,497,47.0297813416,5.64737462997,83,2,[  0 128   0],47.13567066192627,5.7813127040863037,"{'top_right': (314, 496), 'bottom_left': (313, 497), 'bottom_right': (314, 497), 'top_left': (313, 496)}",1931052.64913,2162539.94267,483.094634214
315,497,47.2270088196,5.62525367737,84,2,[  0 128   0],47.333073616027832,5.7598127126693726,"{'top_right': (315, 496), 'bottom_left': (314, 497), 'bottom_right': (315, 497), 'top_left': (314, 496)}",1930614.27663,2184550.27273,484.400205853
316,497,47.4244918823,5.60290718079,85,2,[  0 128   0],47.530735969543457,5.7380930185317993,"{'top_right': (316, 496), 'bottom_left': (315, 497), 'bottom_right': (316, 497), 'top_left': (315, 496)}",1930175.96191,2206589.58325,485.703822926
