col,row,lat,long,id,noSnowMap,noSnowMapRBG,centroid_lat,centroid_long,area_points,x,y,area
604,357,50.3924674988,-110.963195801,266,2,[  0 128   0],50.4267578125,-111.18085289001465,"{'top_right': (604, 356), 'bottom_left': (603, 357), 'bottom_right': (604, 357), 'top_left': (603, 356)}",2520467.22191,1721033.50293,504.942067149
605,357,50.2881202698,-111.234237671,267,2,[  0 128   0],50.321733474731445,-111.45152282714844,"{'top_right': (605, 356), 'bottom_left': (604, 357), 'bottom_right': (605, 357), 'top_left': (604, 356)}",2501879.20382,1708393.87963,504.279501387
606,357,50.1830291748,-111.503730774,268,2,[  0 128   0],50.215968132019043,-111.72063827514648,"{'top_right': (606, 356), 'bottom_left': (605, 357), 'bottom_right': (606, 357), 'top_left': (605, 356)}",2483315.04542,1695745.46211,503.609608036
607,357,50.0772018433,-111.771682739,269,2,[  0 128   0],50.109469413757324,-111.98820114135742,"{'top_right': (607, 356), 'bottom_left': (606, 357), 'bottom_right': (607, 357), 'top_left': (606, 356)}",2464774.8967,1683088.29252,502.93453201
608,357,49.9706459045,-112.038093567,270,2,[  0 128   0],50.002246856689453,-112.25420951843262,"{'top_right': (608, 356), 'bottom_left': (607, 357), 'bottom_right': (608, 357), 'top_left': (607, 356)}",2446259.18723,1670422.63929,502.251410356
609,357,49.863368988,-112.302955627,271,2,[  0 128   0],49.894308090209961,-112.51866722106934,"{'top_right': (609, 356), 'bottom_left': (608, 357), 'bottom_right': (609, 357), 'top_left': (608, 356)}",2427767.96437,1657748.5449,501.566890486
610,357,49.7553825378,-112.56627655,272,2,[  0 128   0],49.785661697387695,-112.78157997131348,"{'top_right': (610, 356), 'bottom_left': (609, 357), 'bottom_right': (610, 357), 'top_left': (609, 356)}",2409301.14866,1645066.15925,500.879119024
611,357,49.6466941833,-112.828063965,273,2,[  0 128   0],49.676318168640137,-113.04294967651367,"{'top_right': (611, 356), 'bottom_left': (610, 357), 'bottom_right': (611, 357), 'top_left': (610, 356)}",2390858.94279,1632375.85903,500.185179123
612,357,49.537311554,-113.0883255,274,2,[  0 128   0],49.5662841796875,-113.30277633666992,"{'top_right': (612, 356), 'bottom_left': (611, 357), 'bottom_right': (612, 357), 'top_left': (611, 356)}",2372441.71544,1619677.60365,499.482280147
613,357,49.4272422791,-113.347045898,275,2,[  0 128   0],49.455568313598633,-113.56106376647949,"{'top_right': (613, 356), 'bottom_left': (612, 357), 'bottom_right': (613, 357), 'top_left': (612, 356)}",2354049.56919,1606971.56019,498.772416437
614,357,49.3164978027,-113.604240417,276,2,[  0 128   0],49.344180107116699,-113.81781387329102,"{'top_right': (614, 356), 'bottom_left': (613, 357), 'bottom_right': (614, 357), 'top_left': (613, 356)}",2335682.75718,1594258.00894,498.058221192
615,357,49.2050857544,-113.859909058,277,2,[  0 128   0],49.23212718963623,-114.07303047180176,"{'top_right': (615, 356), 'bottom_left': (614, 357), 'bottom_right': (615, 357), 'top_left': (614, 356)}",2317341.4132,1581537.01935,497.338645689
616,357,49.0930137634,-114.114051819,278,2,[  0 128   0],49.119419097900391,-114.32672119140625,"{'top_right': (616, 356), 'bottom_left': (615, 357), 'bottom_right': (616, 357), 'top_left': (615, 356)}",2299025.40351,1568808.87488,496.615995387
617,357,48.9802894592,-114.36668396,279,2,[  0 128   0],49.006062507629395,-114.57888793945312,"{'top_right': (617, 356), 'bottom_left': (616, 357), 'bottom_right': (617, 357), 'top_left': (616, 356)}",2280735.02598,1556073.55181,495.889332347
618,357,48.8669204712,-114.617797852,280,2,[  0 128   0],48.89206600189209,-114.82953262329102,"{'top_right': (618, 356), 'bottom_left': (617, 357), 'bottom_right': (618, 357), 'top_left': (617, 356)}",2262470.58966,1543331.24079,495.152958604
619,357,48.7529182434,-114.867401123,281,2,[  0 128   0],48.777439117431641,-115.07866096496582,"{'top_right': (619, 356), 'bottom_left': (618, 357), 'bottom_right': (619, 357), 'top_left': (618, 356)}",2244232.13832,1530582.24105,494.412924252
620,357,48.6382865906,-115.115501404,282,2,[  0 128   0],48.662189483642578,-115.3262767791748,"{'top_right': (620, 356), 'bottom_left': (619, 357), 'bottom_right': (620, 357), 'top_left': (619, 356)}",2226019.86787,1517826.64521,493.668629776
621,357,48.5230407715,-115.362098694,283,2,[  0 128   0],48.546324729919434,-115.57238388061523,"{'top_right': (621, 356), 'bottom_left': (620, 357), 'bottom_right': (621, 357), 'top_left': (620, 356)}",2207833.98541,1505064.5498,492.91509885
