timestamp,perc coverage,coverage (km+AF4-2)
2007+AC0-03+AC0-22,0.2381335189,1919764.9754
2007+AC0-03+AC0-23,0.1841710467,1484734.80971
2007+AC0-03+AC0-24,0.1745760231,1407382.44733
2007+AC0-03+AC0-25,0.1707586867,1376608.16313
2007+AC0-03+AC0-26,0.1718593098,1385481.07482
2007+AC0-03+AC0-27,0.1663560372,1341115.24939
2007+AC0-03+AC0-28,0.1532344207,1235332.49423
2007+AC0-03+AC0-29,0.1433779967,1155872.79589
2007+AC0-03+AC0-30,0.1433779967,1155872.79589
2007+AC0-03+AC0-31,0.1286492828,1037134.07622
2007+AC0-04+AC0-01,0.1228305821,990225.360054
2007+AC0-04+AC0-02,0.1215046422,979536.007853
2007+AC0-04+AC0-03,0.1238301969,998283.970969
2007+AC0-04+AC0-04,0.1227464525,989547.131103
2007+AC0-04+AC0-05,0.1216369739,980602.828258
2007+AC0-04+AC0-06,0.1216369739,980602.828258
2007+AC0-04+AC0-07,0.1216369739,980602.828258
2007+AC0-04+AC0-08,0.1116492677,900084.770631
2007+AC0-04+AC0-09,0.1209204962,974826.788534
2007+AC0-04+AC0-10,0.1209204962,974826.788534
2007+AC0-04+AC0-11,0.1209204962,974826.788534
2007+AC0-04+AC0-12,0.1209204962,974826.788534
2007+AC0-04+AC0-13,0.1209204962,974826.788534
2007+AC0-04+AC0-14,0.1167955765,941572.854072
2007+AC0-04+AC0-15,0.1190049062,959383.844628
2007+AC0-04+AC0-16,0.1176957394,948829.712724
2007+AC0-04+AC0-17,0.1135675746,915549.617399
2007+AC0-04+AC0-18,0.1119149179,902226.366905
2007+AC0-04+AC0-19,0.0908603383,732490.309813
2007+AC0-04+AC0-20,0.0861437627,694466.613542
2007+AC0-04+AC0-21,0.0861437627,694466.613542
2007+AC0-04+AC0-22,0.0894395677,721036.459924
2007+AC0-04+AC0-23,0.0990607375,798599.606038
2007+AC0-04+AC0-24,0.1081207958,871639.229356
2007+AC0-04+AC0-25,0.1011491263,815435.604288
2007+AC0-04+AC0-26,0.1271273012,1024864.29197
2007+AC0-04+AC0-27,0.1271273012,1024864.29197
2007+AC0-04+AC0-28,0.1221515392,984751.108438
2007+AC0-04+AC0-29,0.1220178123,983673.03958
2007+AC0-04+AC0-30,0.0921740175,743080.820032
2007+AC0-05+AC0-01,0.0920566995,742135.035393
2007+AC0-05+AC0-02,0.0920566995,742135.035393
2007+AC0-05+AC0-03,0.0918878332,740773.683323
2007+AC0-05+AC0-04,0.090734501,731475.845816
2007+AC0-05+AC0-05,0.0781115167,629712.921502
2007+AC0-05+AC0-06,0.0724488402,584062.027692
2007+AC0-05+AC0-07,0.0736272143,593561.746246
2007+AC0-05+AC0-08,0.0723785217,583495.139507
2007+AC0-05+AC0-09,0.0723785217,583495.139507
2007+AC0-05+AC0-10,0.073883732,595629.71887
2007+AC0-05+AC0-11,0.0817275607,658864.444249
2007+AC0-05+AC0-12,0.080120284,645907.034753
2007+AC0-05+AC0-13,0.0986165997,795019.092482
2007+AC0-05+AC0-14,0.0964599706,777632.959383
2007+AC0-05+AC0-15,0.0827740284,667300.770188
2007+AC0-05+AC0-16,0.0827740284,667300.770188
2007+AC0-05+AC0-17,0.0701189631,565279.218157
2007+AC0-05+AC0-18,0.0695870473,560991.064253
2007+AC0-05+AC0-19,0.0695870473,560991.064253
2007+AC0-05+AC0-20,0.0657958042,530427.136291
2007+AC0-05+AC0-21,0.0623377102,502548.961843
2007+AC0-05+AC0-22,0.0579179962,466918.479601
2007+AC0-05+AC0-23,0.0578427647,466311.984309
2007+AC0-05+AC0-24,0.0598202973,482254.29189
2007+AC0-05+AC0-25,0.0587712876,473797.472783
2007+AC0-05+AC0-26,0.0573054734,461980.494278
2007+AC0-05+AC0-27,0.0564218389,454856.883126
2007+AC0-05+AC0-28,0.0564218389,454856.883126
2007+AC0-05+AC0-29,0.0570329342,459783.360533
2007+AC0-05+AC0-30,0.0570329342,459783.360533
2007+AC0-05+AC0-31,0.0570329342,459783.360533
2007+AC0-06+AC0-01,0.0561464901,452637.099053
2007+AC0-06+AC0-02,0.0604940577,487685.957257
2007+AC0-06+AC0-03,0.0598826929,482757.308092
2007+AC0-06+AC0-04,0.0597382781,481593.076481
2007+AC0-06+AC0-05,0.0597382781,481593.076481
2007+AC0-06+AC0-06,0.0595113173,479763.38302
2007+AC0-06+AC0-07,0.0591162706,476578.627918
2007+AC0-06+AC0-08,0.0602574694,485778.650066
2007+AC0-06+AC0-09,0.0570119556,459614.236962
2007+AC0-06+AC0-10,0.058078665,468213.74574
2007+AC0-06+AC0-11,0.058078665,468213.74574
2007+AC0-06+AC0-12,0.058078665,468213.74574
2007+AC0-06+AC0-13,0.0548914455,442519.285022
2007+AC0-06+AC0-14,0.0540206404,435499.101139
2007+AC0-06+AC0-15,0.0528220191,425836.155797
2007+AC0-06+AC0-16,0.0528220191,425836.155797
2007+AC0-06+AC0-17,0.052805075,425699.556984
2007+AC0-06+AC0-18,0.0540399663,435654.901189
2007+AC0-06+AC0-19,0.0538270799,433938.671287
2007+AC0-06+AC0-20,0.0668841204,539200.832946
2007+AC0-06+AC0-21,0.0698745767,563309.044358
2007+AC0-06+AC0-22,0.0725574848,584937.889753
2007+AC0-06+AC0-23,0.0681632603,549512.896729
2007+AC0-06+AC0-24,0.0612554285,493823.913072
2007+AC0-06+AC0-25,0.0571844966,461005.213566
2007+AC0-06+AC0-26,0.0444802935,358587.526682
2007+AC0-06+AC0-27,0.0388608283,313284.989752
2007+AC0-06+AC0-28,0.0385740198,310972.820801
2007+AC0-06+AC0-29,0.0380677993,306891.814638
2007+AC0-06+AC0-30,0.0383120581,308860.960412
2007+AC0-07+AC0-01,0.0382096931,308035.722628
2007+AC0-07+AC0-02,0.0382096931,308035.722628
2007+AC0-07+AC0-03,0.0382096931,308035.722628
2007+AC0-07+AC0-04,0.0382096931,308035.722628
2007+AC0-07+AC0-05,0.0381954736,307921.089025
2007+AC0-07+AC0-06,0.0381954736,307921.089025
2007+AC0-07+AC0-07,0.0371249728,299291.014547
2007+AC0-07+AC0-08,0.03513237,283227.215612
2007+AC0-07+AC0-09,0.03513237,283227.215612
2007+AC0-07+AC0-10,0.03513237,283227.215612
2007+AC0-07+AC0-11,0.0349297072,281593.405537
2007+AC0-07+AC0-12,0.0344396341,277642.574915
2007+AC0-07+AC0-13,0.0344396341,277642.574915
2007+AC0-07+AC0-14,0.0337760666,272293.081342
2007+AC0-07+AC0-15,0.0337923338,272424.223134
2007+AC0-07+AC0-16,0.0332288564,267881.627666
2007+AC0-07+AC0-17,0.0332288564,267881.627666
2007+AC0-07+AC0-18,0.0332288564,267881.627666
2007+AC0-07+AC0-19,0.0275850573,222382.918505
2007+AC0-07+AC0-20,0.0261694599,210970.772777
2007+AC0-07+AC0-21,0.0248142948,200045.816144
2007+AC0-07+AC0-22,0.0243144716,196016.382857
2007+AC0-07+AC0-23,0.0244942082,197465.368079
2007+AC0-07+AC0-24,0.0244942082,197465.368079
2007+AC0-07+AC0-25,0.0238003495,191871.675945
2007+AC0-07+AC0-26,0.0216596827,174614.226554
2007+AC0-07+AC0-27,0.0213305893,171961.169105
2007+AC0-07+AC0-28,0.0207045065,166913.866982
2007+AC0-07+AC0-29,0.0250346006,201821.859074
2007+AC0-07+AC0-30,0.024673544,198911.122521
2007+AC0-07+AC0-31,0.0237153401,191186.354503
2007+AC0-08+AC0-01,0.0240134642,193589.746324
2007+AC0-08+AC0-02,0.0240134642,193589.746324
2007+AC0-08+AC0-03,0.0240134642,193589.746324
2007+AC0-08+AC0-04,0.0240134642,193589.746324
2007+AC0-08+AC0-05,0.0240134642,193589.746324
2007+AC0-08+AC0-06,0.0186501432,150352.172001
2007+AC0-08+AC0-07,0.0185701456,149707.253668
2007+AC0-08+AC0-08,0.0185722682,149724.365116
2007+AC0-08+AC0-09,0.0185722682,149724.365116
2007+AC0-08+AC0-10,0.0155230638,125142.543329
2007+AC0-08+AC0-11,0.0144419427,116426.851552
2007+AC0-08+AC0-12,0.01356749,109377.2613
2007+AC0-08+AC0-13,0.0149345662,120398.242374
2007+AC0-08+AC0-14,0.0149345662,120398.242374
2007+AC0-08+AC0-15,0.0149345662,120398.242374
2007+AC0-08+AC0-16,0.0148550203,119756.965445
2007+AC0-08+AC0-17,0.0147596184,118987.862597
2007+AC0-08+AC0-18,0.0139612154,112551.363673
2007+AC0-08+AC0-19,0.0130214274,104975.059458
2007+AC0-08+AC0-20,0.0132349602,106696.500381
2007+AC0-08+AC0-21,0.0132349602,106696.500381
2007+AC0-08+AC0-22,0.0132349602,106696.500381
2007+AC0-08+AC0-23,0.0132349602,106696.500381
2007+AC0-08+AC0-24,0.0132349602,106696.500381
2007+AC0-08+AC0-25,0.0132349602,106696.500381
2007+AC0-08+AC0-26,0.0132349602,106696.500381
2007+AC0-08+AC0-27,0.0132349602,106696.500381
2007+AC0-08+AC0-28,0.0132349602,106696.500381
2007+AC0-08+AC0-29,0.0132349602,106696.500381
2007+AC0-08+AC0-30,0.0132349602,106696.500381
2007+AC0-08+AC0-31,0.0132349602,106696.500381
2007+AC0-09+AC0-01,0.0131230104,105793.992704
2007+AC0-09+AC0-02,0.0131230104,105793.992704
2007+AC0-09+AC0-03,0.0131230104,105793.992704
2007+AC0-09+AC0-04,0.0131230104,105793.992704
2007+AC0-09+AC0-05,0.0131230104,105793.992704
2007+AC0-09+AC0-06,0.0131230104,105793.992704
2007+AC0-09+AC0-07,0.0131985885,106403.281556
2007+AC0-09+AC0-08,0.0134651377,108552.126284
2007+AC0-09+AC0-09,0.0133833252,107892.576704
2007+AC0-09+AC0-10,0.0133833252,107892.576704
2007+AC0-09+AC0-11,0.0133833252,107892.576704
2007+AC0-09+AC0-12,0.0224636996,181095.982957
2007+AC0-09+AC0-13,0.0242292971,195329.729982
2007+AC0-09+AC0-14,0.0213178509,171858.475276
2007+AC0-09+AC0-15,0.0213178509,171858.475276
2007+AC0-09+AC0-16,0.0192015314,154797.307107
2007+AC0-09+AC0-17,0.0192015314,154797.307107
2007+AC0-09+AC0-18,0.0192015314,154797.307107
2007+AC0-09+AC0-19,0.0195585631,157675.595643
2007+AC0-09+AC0-20,0.0181986979,146712.74769
2007+AC0-09+AC0-21,0.0182003846,146726.345103
2007+AC0-09+AC0-22,0.0170988773,137846.305094
2007+AC0-09+AC0-23,0.0170988773,137846.305094
2007+AC0-09+AC0-24,0.0185239543,149334.872279
2007+AC0-09+AC0-25,0.0226808897,182846.907936
2007+AC0-09+AC0-26,0.0300531187,242279.729807
2007+AC0-09+AC0-27,0.0305404861,246208.748296
2007+AC0-09+AC0-28,0.0519189631,418555.97351
2007+AC0-09+AC0-29,0.0530083618,427338.397866
2007+AC0-09+AC0-30,0.0654263275,527448.519235
2007+AC0-10+AC0-01,0.0560629603,451963.705184
2007+AC0-10+AC0-02,0.0558188701,449995.919447
2007+AC0-10+AC0-03,0.0558747731,450446.593839
2007+AC0-10+AC0-04,0.0583875281,470703.712351
2007+AC0-10+AC0-05,0.0603630048,486629.446587
2007+AC0-10+AC0-06,0.0603694801,486681.648339
2007+AC0-10+AC0-07,0.0626587543,505137.128607
2007+AC0-10+AC0-08,0.0626587543,505137.128607
2007+AC0-10+AC0-09,0.0602844182,485995.903623
2007+AC0-10+AC0-10,0.0519501056,418807.036238
2007+AC0-10+AC0-11,0.0520351671,419492.777839
2007+AC0-10+AC0-12,0.0520351671,419492.777839
2007+AC0-10+AC0-13,0.0532665598,429419.916983
2007+AC0-10+AC0-14,0.0532665598,429419.916983
2007+AC0-10+AC0-15,0.0522345034,421099.770263
2007+AC0-10+AC0-16,0.0522345034,421099.770263
2007+AC0-10+AC0-17,0.0840867158,677883.284373
2007+AC0-10+AC0-18,0.0981643335,791373.050409
2007+AC0-10+AC0-19,0.0977591703,788106.739802
2007+AC0-10+AC0-20,0.0975696322,786578.736763
2007+AC0-10+AC0-21,0.0975118413,786112.843236
2007+AC0-10+AC0-22,0.095365449,768809.236336
2007+AC0-10+AC0-23,0.0973337267,784676.934031
2007+AC0-10+AC0-24,0.1003896841,809313.197018
2007+AC0-10+AC0-25,0.1003896841,809313.197018
2007+AC0-10+AC0-26,0.0917197727,739418.827027
2007+AC0-10+AC0-27,0.0990964482,798887.495111
2007+AC0-10+AC0-28,0.1005100089,810283.221048
2007+AC0-10+AC0-29,0.1033042809,832809.850325
2007+AC0-10+AC0-30,0.0899672791,725290.720222
2007+AC0-10+AC0-31,0.090740915,731527.553134
2007+AC0-11+AC0-01,0.0918727996,740652.486287
2007+AC0-11+AC0-02,0.0819358947,660543.974036
2007+AC0-11+AC0-03,0.0847437135,683179.81329
2007+AC0-11+AC0-04,0.0840020049,677200.368617
2007+AC0-11+AC0-05,0.0840020049,677200.368617
2007+AC0-11+AC0-06,0.0877789495,707649.026767
2007+AC0-11+AC0-07,0.0869837861,701238.644189
2007+AC0-11+AC0-08,0.0843904804,680332.148533
2007+AC0-11+AC0-09,0.0866383209,698453.601482
2007+AC0-11+AC0-10,0.1148596605,925966.047575
2007+AC0-11+AC0-11,0.1148498825,925887.220159
2007+AC0-11+AC0-12,0.1244720754,1003458.61405
2007+AC0-11+AC0-13,0.1216029172,980328.272944
2007+AC0-11+AC0-14,0.1142647329,921169.909518
2007+AC0-11+AC0-15,0.1142647329,921169.909518
2007+AC0-11+AC0-16,0.1137472859,916998.39867
2007+AC0-11+AC0-17,0.1046220665,843433.465046
2007+AC0-11+AC0-18,0.0908224434,732184.812467
2007+AC0-11+AC0-19,0.0908224434,732184.812467
2007+AC0-11+AC0-20,0.0869987296,701359.114533
2007+AC0-11+AC0-21,0.0869937137,701318.6777
2007+AC0-11+AC0-22,0.0869937137,701318.6777
2007+AC0-11+AC0-23,0.0870005833,701374.058512
2007+AC0-11+AC0-24,0.0928871577,748829.953872
2007+AC0-11+AC0-25,0.0930362077,750031.55282
2007+AC0-11+AC0-26,0.109223294,880527.257844
2007+AC0-11+AC0-27,0.1114929965,898824.956162
2007+AC0-11+AC0-28,0.0878041759,707852.394664
2007+AC0-11+AC0-29,0.0990295711,798348.350747
2007+AC0-11+AC0-30,0.1074202849,865991.909039
2007+AC0-12+AC0-01,0.1616710962,1303346.58246
2007+AC0-12+AC0-02,0.1460831737,1177681.16632
2007+AC0-12+AC0-03,0.1310004802,1056088.7639
2007+AC0-12+AC0-04,0.1307924085,1054411.34862
2007+AC0-12+AC0-05,0.1363307676,1099060.03108
2007+AC0-12+AC0-06,0.1592670994,1283966.24109
2007+AC0-12+AC0-07,0.1579298824,1273185.97666
2007+AC0-12+AC0-08,0.1812310557,1461033.43495
2007+AC0-12+AC0-09,0.2252204755,1815663.67716
2007+AC0-12+AC0-10,0.232562211,1874850.66954
2007+AC0-12+AC0-11,0.2852489713,2299596.40639
2007+AC0-12+AC0-12,0.2863352048,2308353.31354
2007+AC0-12+AC0-13,0.286276237,2307877.93183
2007+AC0-12+AC0-14,0.2782310477,2243019.89425
2007+AC0-12+AC0-15,0.2467666492,1989362.82668
2007+AC0-12+AC0-16,0.2496774841,2012829.15279
2007+AC0-12+AC0-17,0.2340950962,1887208.35509
2007+AC0-12+AC0-18,0.2276049747,1834886.83459
2007+AC0-12+AC0-19,0.2237992749,1804206.36058
2007+AC0-12+AC0-20,0.2262719991,1824140.76228
2007+AC0-12+AC0-21,0.226084672,1822630.58453
2007+AC0-12+AC0-22,0.2254527189,1817535.95744
2007+AC0-12+AC0-23,0.1930171578,1556049.65167
2007+AC0-12+AC0-24,0.211304888,1703480.15235
2007+AC0-12+AC0-25,0.2104924679,1696930.65152
2007+AC0-12+AC0-26,0.2070038468,1668806.37706
2007+AC0-12+AC0-27,0.2377425203,1916612.85576
2007+AC0-12+AC0-28,0.2377507719,1916679.37725
2007+AC0-12+AC0-29,0.2297706527,1852345.91689
2007+AC0-12+AC0-30,0.2289356985,1845614.75285
2007+AC0-12+AC0-31,0.2291448371,1847300.76863
2008+AC0-01+AC0-01,0.2220116507,1789795.04021
2008+AC0-01+AC0-02,0.2220546208,1790141.45344
2008+AC0-01+AC0-03,0.2198227819,1772149.00061
2008+AC0-01+AC0-04,0.2200806949,1774228.22173
2008+AC0-01+AC0-05,0.2241677875,1807177.20513
2008+AC0-01+AC0-06,0.2279398612,1837586.59402
2008+AC0-01+AC0-07,0.2279398612,1837586.59402
2008+AC0-01+AC0-08,0.2474112089,1994559.08437
2008+AC0-01+AC0-09,0.245479427,1978985.60533
2008+AC0-01+AC0-10,0.235107343,1895368.8026
2008+AC0-01+AC0-11,0.2478095872,1997770.69727
2008+AC0-01+AC0-12,0.339738441,2738875.07633
2008+AC0-01+AC0-13,0.3208056718,2586244.4541
2008+AC0-01+AC0-14,0.3220273068,2596092.92989
2008+AC0-01+AC0-15,0.3237418162,2609914.81827
2008+AC0-01+AC0-16,0.3402770672,2743217.32862
2008+AC0-01+AC0-17,0.3456772198,2786751.82916
2008+AC0-01+AC0-18,0.3492236988,2815342.53775
2008+AC0-01+AC0-19,0.3752449474,3025118.47356
2008+AC0-01+AC0-20,0.5396305443,4350348.59171
2008+AC0-01+AC0-21,0.5302408658,4274651.66338
2008+AC0-01+AC0-22,0.5384388634,4340741.59777
2008+AC0-01+AC0-23,0.5518812619,4449110.40656
2008+AC0-01+AC0-24,0.5625629677,4535223.29341
2008+AC0-01+AC0-25,0.5756692623,4640882.52758
2008+AC0-01+AC0-26,0.5854583603,4719799.46278
2008+AC0-01+AC0-27,0.5562343311,4484203.61793
2008+AC0-01+AC0-28,0.5513102683,4444507.2185
2008+AC0-01+AC0-29,0.5569066276,4489623.48136
2008+AC0-01+AC0-30,0.5569066276,4489623.48136
2008+AC0-01+AC0-31,0.5670496672,4571393.79356
2008+AC0-02+AC0-01,0.5840149576,4708163.15908
2008+AC0-02+AC0-02,0.5685192823,4583241.41439
2008+AC0-02+AC0-03,0.5647037079,4552481.33443
2008+AC0-02+AC0-04,0.5645537963,4551272.78939
2008+AC0-02+AC0-05,0.5868970226,4731397.55106
2008+AC0-02+AC0-06,0.5967988464,4811223.24986
2008+AC0-02+AC0-07,0.4945714903,3987095.26182
2008+AC0-02+AC0-08,0.4910886763,3959017.80215
2008+AC0-02+AC0-09,0.4805408925,3873984.55665
2008+AC0-02+AC0-10,0.4709461214,3796634.22987
2008+AC0-02+AC0-11,0.4669387218,3764327.70974
2008+AC0-02+AC0-12,0.4794238364,3864979.16665
2008+AC0-02+AC0-13,0.4790224425,3861743.24306
2008+AC0-02+AC0-14,0.4790224425,3861743.24306
2008+AC0-02+AC0-15,0.4790224425,3861743.24306
2008+AC0-02+AC0-16,0.4879438743,3933665.29909
2008+AC0-02+AC0-17,0.4879438743,3933665.29909
2008+AC0-02+AC0-18,0.4851700055,3911303.15424
2008+AC0-02+AC0-19,0.4355402648,3511202.24306
2008+AC0-02+AC0-20,0.4349735592,3506633.62312
2008+AC0-02+AC0-21,0.3876502225,3125126.28751
2008+AC0-02+AC0-22,0.3633671834,2929363.30464
2008+AC0-02+AC0-23,0.3488805791,2812576.40401
2008+AC0-02+AC0-24,0.3100680799,2499681.02985
2008+AC0-02+AC0-25,0.325925674,2627520.46162
2008+AC0-02+AC0-26,0.3176777862,2561028.32676
2008+AC0-02+AC0-27,0.3137396809,2529280.43727
2008+AC0-02+AC0-28,0.3109195791,2506545.57501
2008+AC0-02+AC0-29,0.3122480494,2517255.32635
2008+AC0-03+AC0-01,0.2888974347,2329009.28525
2008+AC0-03+AC0-02,0.2312084298,1863936.86898
2008+AC0-03+AC0-03,0.232730716,1876209.1085
2008+AC0-03+AC0-04,0.204692506,1650173.00184
2008+AC0-03+AC0-05,0.1917196498,1545589.50992
2008+AC0-03+AC0-06,0.1935522116,1560363.10418
2008+AC0-03+AC0-07,0.186866057,1506461.21972
2008+AC0-03+AC0-08,0.1643200268,1324701.51021
2008+AC0-03+AC0-09,0.1623786776,1309050.90288
2008+AC0-03+AC0-10,0.1583033082,1276196.42965
2008+AC0-03+AC0-12,0.1424101886,1148070.60122
2008+AC0-03+AC0-13,0.1440170809,1161024.91207
2008+AC0-03+AC0-14,0.1379321197,1111969.67812
2008+AC0-03+AC0-15,0.1440045853,1160924.17612
2008+AC0-03+AC0-16,0.1446116719,1165818.336
2008+AC0-03+AC0-17,0.1484813054,1197014.225
2008+AC0-03+AC0-18,0.1481251016,1194142.61108
2008+AC0-03+AC0-19,0.1541435617,1242661.73115
2008+AC0-03+AC0-20,0.1662334937,1340127.33869
2008+AC0-03+AC0-21,0.1680153445,1354492.11493
2008+AC0-03+AC0-22,0.1718818712,1385662.958
2008+AC0-03+AC0-23,0.1490215876,1201369.8275
2008+AC0-03+AC0-24,0.1603518532,1292711.21866
2008+AC0-03+AC0-25,0.1546728722,1246928.88316
2008+AC0-03+AC0-26,0.1492055791,1202853.11442
2008+AC0-03+AC0-27,0.146482299,1180898.80146
2008+AC0-03+AC0-28,0.1379954369,1112480.1231
2008+AC0-03+AC0-29,0.1680724271,1354952.29906
2008+AC0-03+AC0-30,0.2028500064,1635319.29209
2008+AC0-03+AC0-31,0.1898351026,1530396.82441
2008+AC0-04+AC0-01,0.1839265037,1482763.3738
2008+AC0-04+AC0-02,0.1800253828,1451313.64164
2008+AC0-04+AC0-03,0.18084162,1457893.91489
2008+AC0-04+AC0-04,0.1634602738,1317770.42534
2008+AC0-04+AC0-05,0.150800803,1215713.35795
2008+AC0-04+AC0-06,0.139800068,1127028.54858
2008+AC0-04+AC0-07,0.1408764258,1135705.83965
2008+AC0-04+AC0-08,0.1515788589,1221985.82404
2008+AC0-04+AC0-09,0.1421103808,1145653.63571
2008+AC0-04+AC0-10,0.1356353263,1093453.58069
2008+AC0-04+AC0-11,0.1306511206,1053272.32611
2008+AC0-04+AC0-12,0.1282585511,1033984.10866
2008+AC0-04+AC0-13,0.1625683855,1310580.27463
2008+AC0-04+AC0-14,0.1445839936,1165595.2014
2008+AC0-04+AC0-15,0.1398380071,1127334.40232
2008+AC0-04+AC0-16,0.1412624484,1138817.8444
2008+AC0-04+AC0-17,0.1389711174,1120345.7834
2008+AC0-04+AC0-18,0.1466884208,1182560.49742
2008+AC0-04+AC0-19,0.133196434,1073791.92172
2008+AC0-04+AC0-20,0.1300311894,1048274.61642
2008+AC0-04+AC0-21,0.1440428578,1161232.71751
2008+AC0-04+AC0-22,0.1325739314,1068773.48204
2008+AC0-04+AC0-23,0.1180864627,951979.613294
2008+AC0-04+AC0-24,0.1049914106,846411.01254
2008+AC0-04+AC0-25,0.1008118812,812716.82997
2008+AC0-04+AC0-26,0.0977677204,788175.668004
2008+AC0-04+AC0-27,0.1159831176,935023.040638
2008+AC0-04+AC0-28,0.1069190049,861950.731115
2008+AC0-04+AC0-29,0.1033643202,833293.870228
2008+AC0-04+AC0-30,0.0941245391,758805.372218
2008+AC0-05+AC0-01,0.0886129969,714372.880153
2008+AC0-05+AC0-02,0.0841866566,678688.978423
2008+AC0-05+AC0-03,0.0847265503,683041.448772
2008+AC0-05+AC0-04,0.0789368808,636366.772852
2008+AC0-05+AC0-05,0.0807163877,650712.653924
2008+AC0-05+AC0-06,0.0797056455,642564.336084
2008+AC0-05+AC0-07,0.0901932867,727112.728727
2008+AC0-05+AC0-08,0.0800139352,645049.680442
2008+AC0-05+AC0-09,0.0889445175,717045.505707
2008+AC0-05+AC0-10,0.0840584162,677655.140511
2008+AC0-05+AC0-11,0.0813941108,656176.265416
2008+AC0-05+AC0-12,0.0797002652,642520.96197
2008+AC0-05+AC0-13,0.0820103355,661144.094067
2008+AC0-05+AC0-14,0.0819512573,660667.822522
2008+AC0-05+AC0-15,0.0811792435,654444.06599
2008+AC0-05+AC0-16,0.0811386676,654116.954898
2008+AC0-05+AC0-17,0.0787345395,634735.55461
2008+AC0-05+AC0-18,0.0938507969,756598.53994
2008+AC0-05+AC0-19,0.0906656271,730920.603503
2008+AC0-05+AC0-20,0.1065513672,858986.940789
2008+AC0-05+AC0-21,0.0965074045,778015.358405
2008+AC0-05+AC0-22,0.0856536321,690515.31954
2008+AC0-05+AC0-23,0.0767791523,618971.777513
2008+AC0-05+AC0-24,0.077316616,623304.657196
2008+AC0-05+AC0-25,0.0740341262,596842.154612
2008+AC0-05+AC0-26,0.073462178,592231.269702
2008+AC0-05+AC0-27,0.0686140856,553147.322119
2008+AC0-05+AC0-28,0.0671846965,541623.992726
2008+AC0-05+AC0-29,0.0661971518,533662.68696
2008+AC0-05+AC0-30,0.0645557132,520429.873391
2008+AC0-05+AC0-31,0.0650148679,524131.44843
2008+AC0-06+AC0-01,0.070266034,566464.86215
2008+AC0-06+AC0-02,0.0617287119,497639.389946
2008+AC0-06+AC0-03,0.0636022939,512743.677018
2008+AC0-06+AC0-04,0.0572997271,461934.169004
2008+AC0-06+AC0-05,0.0572997271,461934.169004
2008+AC0-06+AC0-06,0.0607977538,490134.269513
2008+AC0-06+AC0-07,0.0546265708,440383.94019
2008+AC0-06+AC0-08,0.0545210446,439533.218083
2008+AC0-06+AC0-09,0.0442807182,356978.607342
2008+AC0-06+AC0-10,0.0417747777,336776.424729
2008+AC0-06+AC0-11,0.0407984045,328905.180542
2008+AC0-06+AC0-12,0.0401834319,323947.445574
2008+AC0-06+AC0-13,0.0398171461,320994.553223
2008+AC0-06+AC0-14,0.0343659475,277048.534156
2008+AC0-06+AC0-15,0.0328152827,264547.514104
2008+AC0-06+AC0-16,0.0306886404,247403.126249
2008+AC0-06+AC0-17,0.0313515407,252747.240643
2008+AC0-06+AC0-18,0.03133027,252575.762454
2008+AC0-06+AC0-19,0.03133027,252575.762454
2008+AC0-06+AC0-20,0.0334084327,269329.320722
2008+AC0-06+AC0-21,0.0271048159,218511.347916
2008+AC0-06+AC0-22,0.0262377651,211521.429743
2008+AC0-06+AC0-23,0.031240276,251850.255969
2008+AC0-06+AC0-24,0.029625904,238835.645895
2008+AC0-06+AC0-25,0.0283762216,228761.060416
2008+AC0-06+AC0-26,0.0249423243,201077.95357
2008+AC0-06+AC0-27,0.0247522486,199545.616536
2008+AC0-06+AC0-28,0.0212118969,171004.304674
2008+AC0-06+AC0-29,0.0230535758,185851.398163
2008+AC0-06+AC0-30,0.0223750314,180381.165106
2008+AC0-07+AC0-01,0.0217284494,175168.604556
2008+AC0-07+AC0-02,0.0222195639,179127.830188
2008+AC0-07+AC0-03,0.0221485488,178555.326271
2008+AC0-07+AC0-04,0.01800792,145174.750105
2008+AC0-07+AC0-05,0.01800792,145174.750105
2008+AC0-07+AC0-06,0.0151416944,122068.051566
2008+AC0-07+AC0-07,0.014278487,115109.117877
2008+AC0-07+AC0-08,0.0142967591,115256.421855
2008+AC0-07+AC0-09,0.0143288655,115515.25513
2008+AC0-07+AC0-10,0.0139108125,112145.029975
2008+AC0-07+AC0-11,0.0139108125,112145.029975
2008+AC0-07+AC0-12,0.0136510297,110050.734543
2008+AC0-07+AC0-13,0.0137306629,110692.715212
2008+AC0-07+AC0-14,0.0156506687,126171.257491
2008+AC0-07+AC0-15,0.0154519609,124569.331487
2008+AC0-07+AC0-16,0.0141782516,114301.048279
2008+AC0-07+AC0-17,0.0135154505,108957.733689
2008+AC0-07+AC0-18,0.0123686504,99712.5559567
2008+AC0-07+AC0-19,0.0126030021,101601.832723
2008+AC0-07+AC0-20,0.0126968344,102358.282047
2008+AC0-07+AC0-21,0.0117868707,95022.4130199
2008+AC0-07+AC0-22,0.0117868707,95022.4130199
2008+AC0-07+AC0-23,0.0108327879,87330.8676036
2008+AC0-07+AC0-24,0.01111348,89593.7277787
2008+AC0-07+AC0-25,0.0109125839,87974.1598919
2008+AC0-07+AC0-26,0.0112043089,90325.9644298
2008+AC0-07+AC0-27,0.0109753288,88479.9917684
2008+AC0-07+AC0-28,0.010701113,86269.3418226
